Timestamp,Rede,Token,Cotação USD,Cotação BRL,Função,Gas Usado,Preço do Gas (em gwei),Custo (token),USD,BRL
2025-08-15T20:00:06.179Z,Ethereum,Ethereum,4391.1300,23701.0000,setPreco,26641,0.487492771,0.000012987294912211,0.0570,0.3078
2025-08-15T20:00:06.180Z,BNB Chain,BNB Chain,820.9400,4431.0200,setPreco,26641,0.1,0.0000026641,0.0022,0.0118
2025-08-15T20:00:06.181Z,Polygon,Polygon,0.2300,1.2400,setPreco,26641,26.000000116,0.000692666003090356,0.0002,0.0009
2025-08-15T21:00:09.115Z,Ethereum,ethereum,4422.1300,23888.0000,Deploy,519148,0.313443222,0.000162723421814856,0.7196,3.8871
2025-08-15T21:00:09.127Z,BNB Chain,binancecoin,824.8300,4455.6300,Deploy,519148,0.1,0.0000519148,0.0428,0.2313
2025-08-15T21:00:09.129Z,Polygon,matic-network,0.2317,1.2500,Deploy,519148,26.000000173,0.013497848089812604,0.0031,0.0169
2025-08-15T21:00:09.165Z,Ethereum,Ethereum,4422.1300,23888.0000,setNome,28132,0.313443222,0.000008817784721304,0.0390,0.2106
2025-08-15T21:00:09.166Z,BNB Chain,BNB Chain,824.8300,4455.6300,setNome,28132,0.1,0.0000028132,0.0023,0.0125
2025-08-15T21:00:09.167Z,Polygon,Polygon,0.2317,1.2500,setNome,28132,26.000000173,0.000731432004866836,0.0002,0.0009
2025-08-15T21:00:09.195Z,Ethereum,Ethereum,4422.1300,23888.0000,setPreco,26641,0.313443222,0.000008350440877302,0.0369,0.1995
2025-08-15T21:00:09.197Z,BNB Chain,BNB Chain,824.8300,4455.6300,setPreco,26641,0.1,0.0000026641,0.0022,0.0119
2025-08-15T21:00:09.199Z,Polygon,Polygon,0.2317,1.2500,setPreco,26641,26.000000173,0.000692666004608893,0.0002,0.0009
2025-08-15T22:00:07.573Z,Ethereum,ethereum,4428.0300,23917.0000,Deploy,519148,0.44224322,0.00022958968317656,1.0166,5.4911
2025-08-15T22:00:07.587Z,BNB Chain,binancecoin,826.6300,4464.8800,Deploy,519148,0.1,0.0000519148,0.0429,0.2318
2025-08-15T22:00:07.589Z,Polygon,matic-network,0.2320,1.2500,Deploy,519148,26.000000159,0.013497848082544532,0.0031,0.0169
2025-08-15T22:00:07.624Z,Ethereum,Ethereum,4428.0300,23917.0000,setNome,28132,0.44224322,0.00001244118626504,0.0551,0.2976
2025-08-15T22:00:07.625Z,BNB Chain,BNB Chain,826.6300,4464.8800,setNome,28132,0.1,0.0000028132,0.0023,0.0126
2025-08-15T22:00:07.626Z,Polygon,Polygon,0.2320,1.2500,setNome,28132,26.000000159,0.000731432004472988,0.0002,0.0009
2025-08-15T22:00:07.653Z,Ethereum,Ethereum,4428.0300,23917.0000,setPreco,26641,0.44224322,0.00001178180162402,0.0522,0.2818
2025-08-15T22:00:07.654Z,BNB Chain,BNB Chain,826.6300,4464.8800,setPreco,26641,0.1,0.0000026641,0.0022,0.0119
2025-08-15T22:00:07.655Z,Polygon,Polygon,0.2320,1.2500,setPreco,26641,26.000000159,0.000692666004235919,0.0002,0.0009
2025-08-18T17:00:08.680Z,Ethereum,ethereum,4323.1400,23498.0000,Deploy,519148,0.497380578,0.000258214132307544,1.1163,6.0675
2025-08-18T17:00:08.692Z,BNB Chain,binancecoin,839.4300,4559.5200,Deploy,519148,0.1,0.0000519148,0.0436,0.2367
2025-08-18T17:00:08.696Z,Polygon,matic-network,0.2518,1.3700,Deploy,519148,29.613791383,0.015373940568901684,0.0039,0.0211
2025-08-18T17:00:08.750Z,Ethereum,Ethereum,4323.1400,23498.0000,setNome,28132,0.497380578,0.000013992310420296,0.0605,0.3288
2025-08-18T17:00:08.751Z,BNB Chain,BNB Chain,839.4300,4559.5200,setNome,28132,0.1,0.0000028132,0.0024,0.0128
2025-08-18T17:00:08.752Z,Polygon,Polygon,0.2518,1.3700,setNome,28132,29.613791383,0.000833095179186556,0.0002,0.0011
2025-08-18T17:00:08.774Z,Ethereum,Ethereum,4323.1400,23498.0000,setPreco,26641,0.497380578,0.000013250715978498,0.0573,0.3114
2025-08-18T17:00:08.775Z,BNB Chain,BNB Chain,839.4300,4559.5200,setPreco,26641,0.1,0.0000026641,0.0022,0.0121
2025-08-18T17:00:08.776Z,Polygon,Polygon,0.2518,1.3700,setPreco,26641,29.613791383,0.000788941016234503,0.0002,0.0011
2025-08-18T18:00:07.337Z,Ethereum,ethereum,4368.5400,23720.0000,Deploy,519148,0.438824506,0.000227814864640888,0.9952,5.4038
2025-08-18T18:00:07.344Z,BNB Chain,binancecoin,844.9700,4587.9900,Deploy,519148,0.1,0.0000519148,0.0439,0.2382
2025-08-18T18:00:07.346Z,Polygon,matic-network,0.2535,1.3800,Deploy,519148,28.782154386,0.014942197885183128,0.0038,0.0206
2025-08-18T18:00:07.378Z,Ethereum,Ethereum,4368.5400,23720.0000,setNome,28132,0.438824506,0.000012345011002792,0.0539,0.2928
2025-08-18T18:00:07.379Z,BNB Chain,BNB Chain,844.9700,4587.9900,setNome,28132,0.1,0.0000028132,0.0024,0.0129
2025-08-18T18:00:07.380Z,Polygon,Polygon,0.2535,1.3800,setNome,28132,28.782154386,0.000809699567186952,0.0002,0.0011
2025-08-18T18:00:07.403Z,Ethereum,Ethereum,4368.5400,23720.0000,setPreco,26641,0.438824506,0.000011690723664346,0.0511,0.2773
2025-08-18T18:00:07.404Z,BNB Chain,BNB Chain,844.9700,4587.9900,setPreco,26641,0.1,0.0000026641,0.0023,0.0122
2025-08-18T18:00:07.405Z,Polygon,Polygon,0.2535,1.3800,setPreco,26641,28.782154386,0.000766785374997426,0.0002,0.0011
2025-08-18T20:00:09.344Z,Ethereum,ethereum,4358.0200,23684.0000,Deploy,519148,0.353694981,0.000183620041996188,0.8002,4.3489
2025-08-18T20:00:09.359Z,BNB Chain,binancecoin,844.9200,4591.7900,Deploy,519148,0.1,0.0000519148,0.0439,0.2384
2025-08-18T20:00:09.360Z,Polygon,matic-network,0.2515,1.3700,Deploy,519148,30.000000099,0.015574440051395652,0.0039,0.0213
2025-08-18T20:00:09.399Z,Ethereum,Ethereum,4358.0200,23684.0000,setNome,28132,0.353694981,0.000009950147205492,0.0434,0.2357
2025-08-18T20:00:09.401Z,BNB Chain,BNB Chain,844.9200,4591.7900,setNome,28132,0.1,0.0000028132,0.0024,0.0129
2025-08-18T20:00:09.402Z,Polygon,Polygon,0.2515,1.3700,setNome,28132,30.000000099,0.000843960002785068,0.0002,0.0012
2025-08-18T20:00:09.433Z,Ethereum,Ethereum,4358.0200,23684.0000,setPreco,26641,0.353694981,0.000009422787988821,0.0411,0.2232
2025-08-18T20:00:09.435Z,BNB Chain,BNB Chain,844.9200,4591.7900,setPreco,26641,0.1,0.0000026641,0.0023,0.0122
2025-08-18T20:00:09.436Z,Polygon,Polygon,0.2515,1.3700,setPreco,26641,30.000000099,0.000799230002637459,0.0002,0.0011
2025-08-18T21:00:09.654Z,Ethereum,ethereum,4339.3200,23582.0000,Deploy,519148,0.291961198,0.000151571072019304,0.6577,3.5743
2025-08-18T21:00:09.672Z,BNB Chain,binancecoin,846.3600,4599.4700,Deploy,519148,0.1,0.0000519148,0.0439,0.2388
2025-08-18T21:00:09.674Z,Polygon,matic-network,0.2509,1.3600,Deploy,519148,30.000000002,0.015574440001038296,0.0039,0.0212
2025-08-18T21:00:09.736Z,Ethereum,Ethereum,4339.3200,23582.0000,setNome,28132,0.291961198,0.000008213452422136,0.0356,0.1937
2025-08-18T21:00:09.739Z,BNB Chain,BNB Chain,846.3600,4599.4700,setNome,28132,0.1,0.0000028132,0.0024,0.0129
2025-08-18T21:00:09.741Z,Polygon,Polygon,0.2509,1.3600,setNome,28132,30.000000002,0.000843960000056264,0.0002,0.0011
2025-08-18T21:00:09.796Z,Ethereum,Ethereum,4339.3200,23582.0000,setPreco,26641,0.291961198,0.000007778138275918,0.0338,0.1834
2025-08-18T21:00:09.805Z,BNB Chain,BNB Chain,846.3600,4599.4700,setPreco,26641,0.1,0.0000026641,0.0023,0.0123
2025-08-18T21:00:09.810Z,Polygon,Polygon,0.2509,1.3600,setPreco,26641,30.000000002,0.000799230000053282,0.0002,0.0011
2025-08-18T22:00:06.561Z,Ethereum,ethereum,4359.6200,23709.0000,Deploy,519148,0.325149045,0.00016880047641366,0.7359,4.0021
2025-08-18T22:00:06.569Z,BNB Chain,binancecoin,846.2300,4602.0500,Deploy,519148,0.1,0.0000519148,0.0439,0.2389
2025-08-18T22:00:06.571Z,Polygon,matic-network,0.2540,1.3800,Deploy,519148,29.966826882,0.015557218242136536,0.0040,0.0215
2025-08-18T22:00:06.602Z,Ethereum,Ethereum,4359.6200,23709.0000,setNome,28132,0.325149045,0.00000914709293394,0.0399,0.2169
2025-08-18T22:00:06.604Z,BNB Chain,BNB Chain,846.2300,4602.0500,setNome,28132,0.1,0.0000028132,0.0024,0.0129
2025-08-18T22:00:06.605Z,Polygon,Polygon,0.2540,1.3800,setNome,28132,29.966826882,0.000843026773844424,0.0002,0.0012
2025-08-18T22:00:06.629Z,Ethereum,Ethereum,4359.6200,23709.0000,setPreco,26641,0.325149045,0.000008662295707845,0.0378,0.2054
2025-08-18T22:00:06.630Z,BNB Chain,BNB Chain,846.2300,4602.0500,setPreco,26641,0.1,0.0000026641,0.0023,0.0123
2025-08-18T22:00:06.631Z,Polygon,Polygon,0.2540,1.3800,setPreco,26641,29.966826882,0.000798346234963362,0.0002,0.0011
2025-08-19T18:00:08.074Z,Ethereum,ethereum,4185.8400,22948.0000,Deploy,519148,0.523662371,0.000271858272579908,1.1380,6.2386
2025-08-19T18:00:08.090Z,BNB Chain,binancecoin,833.3800,4568.7700,Deploy,519148,0.1,0.0000519148,0.0433,0.2372
2025-08-19T18:00:08.094Z,Polygon,matic-network,0.2423,1.3300,Deploy,519148,27.000000102,0.014016996052953096,0.0034,0.0186
2025-08-19T18:00:08.157Z,Ethereum,Ethereum,4185.8400,22948.0000,setNome,28132,0.523662371,0.000014731669820972,0.0617,0.3381
2025-08-19T18:00:08.159Z,BNB Chain,BNB Chain,833.3800,4568.7700,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T18:00:08.162Z,Polygon,Polygon,0.2423,1.3300,setNome,28132,27.000000102,0.000759564002869464,0.0002,0.0010
2025-08-19T18:00:08.214Z,Ethereum,Ethereum,4185.8400,22948.0000,setPreco,26641,0.523662371,0.000013950889225811,0.0584,0.3201
2025-08-19T18:00:08.216Z,BNB Chain,BNB Chain,833.3800,4568.7700,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T18:00:08.219Z,Polygon,Polygon,0.2423,1.3300,setPreco,26641,27.000000102,0.000719307002717382,0.0002,0.0010
2025-08-19T19:00:09.850Z,Ethereum,ethereum,4146.7000,22767.0000,Deploy,519148,0.929339066,0.000482464517435768,2.0006,10.9843
2025-08-19T19:00:09.855Z,BNB Chain,binancecoin,829.0800,4551.9900,Deploy,519148,0.1,0.0000519148,0.0430,0.2363
2025-08-19T19:00:09.856Z,Polygon,matic-network,0.2358,1.2900,Deploy,519148,29.000000149,0.015055292077353052,0.0035,0.0194
2025-08-19T19:00:09.888Z,Ethereum,Ethereum,4146.7000,22767.0000,setNome,28132,0.929339066,0.000026144166604712,0.1084,0.5952
2025-08-19T19:00:09.890Z,BNB Chain,BNB Chain,829.0800,4551.9900,setNome,28132,0.1,0.0000028132,0.0023,0.0128
2025-08-19T19:00:09.890Z,Polygon,Polygon,0.2358,1.2900,setNome,28132,29.000000149,0.000815828004191668,0.0002,0.0011
2025-08-19T19:00:09.918Z,Ethereum,Ethereum,4146.7000,22767.0000,setPreco,26641,0.929339066,0.000024758522057306,0.1027,0.5637
2025-08-19T19:00:09.919Z,BNB Chain,BNB Chain,829.0800,4551.9900,setPreco,26641,0.1,0.0000026641,0.0022,0.0121
2025-08-19T19:00:09.920Z,Polygon,Polygon,0.2358,1.2900,setPreco,26641,29.000000149,0.000772589003969509,0.0002,0.0010
2025-08-19T20:00:09.127Z,Ethereum,ethereum,4145.2900,22803.0000,Deploy,519148,0.555361088,0.000288314598113024,1.1951,6.5744
2025-08-19T20:00:09.141Z,BNB Chain,binancecoin,833.5300,4585.1400,Deploy,519148,0.1,0.0000519148,0.0433,0.2380
2025-08-19T20:00:09.143Z,Polygon,matic-network,0.2351,1.2900,Deploy,519148,29.0000001,0.0150552920519148,0.0035,0.0194
2025-08-19T20:00:09.181Z,Ethereum,Ethereum,4145.2900,22803.0000,setNome,28132,0.555361088,0.000015623418127616,0.0648,0.3563
2025-08-19T20:00:09.183Z,BNB Chain,BNB Chain,833.5300,4585.1400,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T20:00:09.184Z,Polygon,Polygon,0.2351,1.2900,setNome,28132,29.0000001,0.0008158280028132,0.0002,0.0011
2025-08-19T20:00:09.216Z,Ethereum,Ethereum,4145.2900,22803.0000,setPreco,26641,0.555361088,0.000014795374745408,0.0613,0.3374
2025-08-19T20:00:09.217Z,BNB Chain,BNB Chain,833.5300,4585.1400,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T20:00:09.219Z,Polygon,Polygon,0.2351,1.2900,setPreco,26641,29.0000001,0.0007725890026641,0.0002,0.0010
2025-08-19T20:06:33.772Z,Ethereum,ethereum,4147.2100,22811.0000,Deploy,519148,0.582378911,0.000302340846887828,1.2539,6.8967
2025-08-19T20:06:33.782Z,BNB Chain,binancecoin,833.0200,4581.9300,Deploy,519148,0.1,0.0000519148,0.0432,0.2379
2025-08-19T20:06:33.785Z,Polygon,matic-network,0.2352,1.2900,Deploy,519148,29.000000096,0.015055292049838208,0.0035,0.0194
2025-08-19T20:06:33.814Z,Ethereum,Ethereum,4147.2100,22811.0000,setNome,28132,0.582378911,0.000016383483524252,0.0679,0.3737
2025-08-19T20:06:33.816Z,BNB Chain,BNB Chain,833.0200,4581.9300,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T20:06:33.817Z,Polygon,Polygon,0.2352,1.2900,setNome,28132,29.000000096,0.000815828002700672,0.0002,0.0011
2025-08-19T20:06:33.845Z,Ethereum,Ethereum,4147.2100,22811.0000,setPreco,26641,0.582378911,0.000015515156567951,0.0643,0.3539
2025-08-19T20:06:33.847Z,BNB Chain,BNB Chain,833.0200,4581.9300,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T20:06:33.848Z,Polygon,Polygon,0.2352,1.2900,setPreco,26641,29.000000096,0.000772589002557536,0.0002,0.0010
2025-08-19T20:17:36.875Z,Ethereum,ethereum,4127.8800,22720.0000,Deploy,519148,0.551094393,0.000286099551937164,1.1810,6.5002
2025-08-19T20:17:36.881Z,BNB Chain,binancecoin,831.6700,4577.6200,Deploy,519148,0.1,0.0000519148,0.0432,0.2376
2025-08-19T20:17:36.884Z,Polygon,matic-network,0.2349,1.2900,Deploy,519148,29.000000102,0.015055292052953096,0.0035,0.0194
2025-08-19T20:17:36.920Z,Ethereum,Ethereum,4127.8800,22720.0000,setNome,28132,0.551094393,0.000015503387463876,0.0640,0.3522
2025-08-19T20:17:36.922Z,BNB Chain,BNB Chain,831.6700,4577.6200,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T20:17:36.924Z,Polygon,Polygon,0.2349,1.2900,setNome,28132,29.000000102,0.000815828002869464,0.0002,0.0011
2025-08-19T20:17:36.958Z,Ethereum,Ethereum,4127.8800,22720.0000,setPreco,26641,0.551094393,0.000014681705723913,0.0606,0.3336
2025-08-19T20:17:36.959Z,BNB Chain,BNB Chain,831.6700,4577.6200,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T20:17:36.961Z,Polygon,Polygon,0.2349,1.2900,setPreco,26641,29.000000102,0.000772589002717382,0.0002,0.0010
2025-08-19T20:23:05.263Z,Ethereum,ethereum,4141.2300,22791.0000,Deploy,519148,0.496523687,0.000257769279058676,1.0675,5.8748
2025-08-19T20:23:05.268Z,BNB Chain,binancecoin,831.8800,4578.1600,Deploy,519148,0.1,0.0000519148,0.0432,0.2377
2025-08-19T20:23:05.269Z,Polygon,matic-network,0.2353,1.2900,Deploy,519148,29.000000097,0.015055292050357356,0.0035,0.0194
2025-08-19T20:23:05.312Z,Ethereum,Ethereum,4141.2300,22791.0000,setNome,28132,0.496523687,0.000013968204362684,0.0578,0.3183
2025-08-19T20:23:05.314Z,BNB Chain,BNB Chain,831.8800,4578.1600,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T20:23:05.316Z,Polygon,Polygon,0.2353,1.2900,setNome,28132,29.000000097,0.000815828002728804,0.0002,0.0011
2025-08-19T20:23:05.354Z,Ethereum,Ethereum,4141.2300,22791.0000,setPreco,26641,0.496523687,0.000013227887545367,0.0548,0.3015
2025-08-19T20:23:05.356Z,BNB Chain,BNB Chain,831.8800,4578.1600,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T20:23:05.362Z,Polygon,Polygon,0.2353,1.2900,setPreco,26641,29.000000097,0.000772589002584177,0.0002,0.0010
2025-08-19T20:30:56.045Z,Ethereum,ethereum,4143.2200,22800.0000,Deploy,519148,0.512132176,0.000265872394906048,1.1016,6.0619
2025-08-19T20:30:56.056Z,BNB Chain,binancecoin,830.8000,4571.9100,Deploy,519148,0.1,0.0000519148,0.0431,0.2373
2025-08-19T20:30:56.058Z,Polygon,matic-network,0.2359,1.3000,Deploy,519148,29.000000104,0.015055292053991392,0.0036,0.0196
2025-08-19T20:30:56.091Z,Ethereum,Ethereum,4143.2200,22800.0000,setNome,28132,0.512132176,0.000014407302375232,0.0597,0.3285
2025-08-19T20:30:56.093Z,BNB Chain,BNB Chain,830.8000,4571.9100,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T20:30:56.094Z,Polygon,Polygon,0.2359,1.3000,setNome,28132,29.000000104,0.000815828002925728,0.0002,0.0011
2025-08-19T20:30:56.127Z,Ethereum,Ethereum,4143.2200,22800.0000,setPreco,26641,0.512132176,0.000013643713300816,0.0565,0.3111
2025-08-19T20:30:56.129Z,BNB Chain,BNB Chain,830.8000,4571.9100,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T20:30:56.131Z,Polygon,Polygon,0.2359,1.3000,setPreco,26641,29.000000104,0.000772589002770664,0.0002,0.0010
2025-08-19T20:36:20.849Z,Ethereum,ethereum,4153.2100,22870.0000,Deploy,519148,0.568127843,0.000294942433437764,1.2250,6.7453
2025-08-19T20:36:20.856Z,BNB Chain,binancecoin,831.2500,4577.3600,Deploy,519148,0.1,0.0000519148,0.0432,0.2376
2025-08-19T20:36:20.858Z,Polygon,matic-network,0.2363,1.3000,Deploy,519148,29.0000001,0.0150552920519148,0.0036,0.0196
2025-08-19T20:36:20.892Z,Ethereum,Ethereum,4153.2100,22870.0000,setNome,28132,0.568127843,0.000015982572479276,0.0664,0.3655
2025-08-19T20:36:20.893Z,BNB Chain,BNB Chain,831.2500,4577.3600,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T20:36:20.895Z,Polygon,Polygon,0.2363,1.3000,setNome,28132,29.0000001,0.0008158280028132,0.0002,0.0011
2025-08-19T20:36:20.926Z,Ethereum,Ethereum,4153.2100,22870.0000,setPreco,26641,0.568127843,0.000015135493865363,0.0629,0.3461
2025-08-19T20:36:20.928Z,BNB Chain,BNB Chain,831.2500,4577.3600,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T20:36:20.929Z,Polygon,Polygon,0.2363,1.3000,setPreco,26641,29.0000001,0.0007725890026641,0.0002,0.0010
2025-08-19T21:00:08.085Z,Ethereum,ethereum,4156.6900,22893.0000,Deploy,519148,0.360844808,0.000187331860383584,0.7787,4.2886
2025-08-19T21:00:08.094Z,BNB Chain,binancecoin,834.4100,4595.4400,Deploy,519148,0.1,0.0000519148,0.0433,0.2386
2025-08-19T21:00:08.096Z,Polygon,matic-network,0.2372,1.3100,Deploy,519148,29.000000093,0.015055292048280764,0.0036,0.0197
2025-08-19T21:00:08.123Z,Ethereum,Ethereum,4156.6900,22893.0000,setNome,28132,0.360844808,0.000010151286138656,0.0422,0.2324
2025-08-19T21:00:08.124Z,BNB Chain,BNB Chain,834.4100,4595.4400,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T21:00:08.125Z,Polygon,Polygon,0.2372,1.3100,setNome,28132,29.000000093,0.000815828002616276,0.0002,0.0011
2025-08-19T21:00:08.149Z,Ethereum,Ethereum,4156.6900,22893.0000,setPreco,26641,0.360844808,0.000009613266529928,0.0400,0.2201
2025-08-19T21:00:08.150Z,BNB Chain,BNB Chain,834.4100,4595.4400,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T21:00:08.151Z,Polygon,Polygon,0.2372,1.3100,setPreco,26641,29.000000093,0.000772589002477613,0.0002,0.0010
2025-08-19T22:00:11.685Z,Ethereum,ethereum,4150.8700,22829.0000,Deploy,519148,0.332208179,0.000172465211711492,0.7159,3.9372
2025-08-19T22:00:11.738Z,BNB Chain,binancecoin,836.2000,4598.8400,Deploy,519148,0.1,0.0000519148,0.0434,0.2387
2025-08-19T22:00:11.747Z,Polygon,matic-network,0.2365,1.3000,Deploy,519148,29.000000091,0.015055292047242468,0.0036,0.0196
2025-08-19T22:00:11.977Z,Ethereum,Ethereum,4150.8700,22829.0000,setNome,28132,0.332208179,0.000009345680491628,0.0388,0.2134
2025-08-19T22:00:11.979Z,BNB Chain,BNB Chain,836.2000,4598.8400,setNome,28132,0.1,0.0000028132,0.0024,0.0129
2025-08-19T22:00:11.981Z,Polygon,Polygon,0.2365,1.3000,setNome,28132,29.000000091,0.000815828002560012,0.0002,0.0011
2025-08-19T22:00:12.069Z,Ethereum,Ethereum,4150.8700,22829.0000,setPreco,26641,0.332208179,0.000008850358096739,0.0367,0.2020
2025-08-19T22:00:12.072Z,BNB Chain,BNB Chain,836.2000,4598.8400,setPreco,26641,0.1,0.0000026641,0.0022,0.0123
2025-08-19T22:00:12.073Z,Polygon,Polygon,0.2365,1.3000,setPreco,26641,29.000000091,0.000772589002424331,0.0002,0.0010
2025-08-19T22:23:07.401Z,Ethereum,ethereum,4128.6100,22706.0000,Deploy,519148,0.273239642,0.000141851813665016,0.5857,3.2209
2025-08-19T22:23:07.411Z,BNB Chain,binancecoin,834.6000,4589.9500,Deploy,519148,0.1,0.0000519148,0.0433,0.2383
2025-08-19T22:23:07.414Z,Polygon,matic-network,0.2354,1.2900,Deploy,519148,29.000000103,0.015055292053472244,0.0035,0.0194
2025-08-19T22:23:07.451Z,Ethereum,Ethereum,4128.6100,22706.0000,setNome,28132,0.273239642,0.000007686777608744,0.0317,0.1745
2025-08-19T22:23:07.453Z,BNB Chain,BNB Chain,834.6000,4589.9500,setNome,28132,0.1,0.0000028132,0.0023,0.0129
2025-08-19T22:23:07.454Z,Polygon,Polygon,0.2354,1.2900,setNome,28132,29.000000103,0.000815828002897596,0.0002,0.0011
2025-08-19T22:23:07.488Z,Ethereum,Ethereum,4128.6100,22706.0000,setPreco,26641,0.273239642,0.000007279377302522,0.0301,0.1653
2025-08-19T22:23:07.490Z,BNB Chain,BNB Chain,834.6000,4589.9500,setPreco,26641,0.1,0.0000026641,0.0022,0.0122
2025-08-19T22:23:07.492Z,Polygon,Polygon,0.2354,1.2900,setPreco,26641,29.000000103,0.000772589002744023,0.0002,0.0010
